0,15
1,3
2,2
3,2
4,2
5,3
6,1
7,1
8,0
9,1
10,3
11,2
12,2
13,1
14,1
15,0
16,1
17,0
18,1
19,1
20,0
21,1
22,1
23,1
24,1
25,1
26,2
27,2
28,1
29,2
30,1
31,2
32,1
33,1
34,1
35,2
36,2
37,2
38,2
39,2
40,1
41,2
42,2
43,3
44,2
45,2
46,2
47,1
48,1
49,2
50,2
51,2
52,2
53,1
54,2
55,3
56,2
57,2
58,2
59,2
60,3
61,2
62,2
63,3
64,2
65,1
66,2
67,2
68,2
69,1
70,2
71,3
72,1
73,1
74,2
75,1
76,1
77,1
78,0
79,0
80,1
81,1
82,2
83,2
84,2
85,2
86,2
87,3
88,2
89,3
90,2
91,2
92,2
93,2
94,2
95,1
96,2
97,2
98,1
99,2
100,1
101,1
102,2
103,3
104,2
105,2
106,2
107,3
108,1
109,2
110,2
111,2
112,2
113,2
114,2
115,1
116,2
117,2
118,2
119,2
120,2
121,2
122,2
123,2
124,1
125,2
126,2
127,3
128,2
129,2
130,3
131,2
132,2
133,2
134,1
135,1
136,0
137,1
138,0
139,1
140,0
141,1
142,1
143,1
144,1
145,2
146,1
147,2
148,2
149,2
150,2
151,2
152,2
153,2
154,2
155,2
156,2
157,3
158,2
159,2
160,2
161,2
162,2
163,2
164,2
165,1
166,1
167,2
168,2
169,2
170,2
171,3
172,2
173,3
174,3
175,2
176,2
177,2
178,2
179,2
180,2
181,2
182,2
183,2
184,2
185,2
186,1
187,2
188,2
189,1
190,3
191,2
192,2
193,3
194,2
195,1
196,1
197,0
198,1
199,1
200,0
201,1
202,0
203,1
204,2
205,2
206,2
207,1
208,2
209,1
210,2
211,3
212,2
213,2
214,2
215,2
216,1
217,2
218,2
219,3
220,3
221,2
222,1
223,1
224,2
225,2
226,2
227,2
228,3
229,2
230,2
231,1
232,1
233,1
234,2
235,2
236,2
237,2
238,2
239,2
240,1
241,2
242,2
243,2
244,2
245,2
246,2
247,2
248,1
249,2
250,2
251,2
252,2
253,2
254,2
255,2
256,1
257,2
258,2
259,1
260,1
261,1
262,2
263,2
264,2
265,1
266,2
267,1
268,2
269,2
270,3
271,2
272,2
273,2
274,2
275,2
276,2
277,1
278,2
279,1
280,1
281,2
282,1
283,2
284,3
285,2
286,2
287,2
288,2
289,2
290,2
291,2
292,2
293,2
294,2
295,1
296,2
297,2
298,3
299,2
300,2
301,2
302,2
303,2
304,2
305,1
306,2
307,2
308,1
309,2
310,1
311,1
312,1
313,1
314,2
315,3
316,2
317,3
318,2
319,2
320,2
321,2
322,2
323,2
324,2
325,1
326,2
327,2
328,2
329,3
330,1
331,2
332,2
333,2
334,2
335,3
336,3
337,2
338,2
339,3
340,2
341,2
342,2
343,2
344,2
345,2
346,2
347,2
348,2
349,2
350,2
351,2
352,2
353,2
354,1
355,2
356,2
357,1
358,2
359,2
360,2
361,2
362,2
363,2
364,2
365,2
366,1
367,1
368,2
369,2
370,1
371,1
372,0
373,1
374,0
375,1
376,1
377,0
378,1
379,1
380,1
381,1
382,1
383,1
384,2
385,1
386,1
387,1
388,0
389,1
390,1
391,0
392,1
393,1
394,1
395,1
396,1
397,1
398,2
399,2
400,2
401,3
402,2
403,2
404,2
405,2
406,2
407,2
408,1
409,2
410,1
411,3
412,2
413,2
414,2
415,2
416,2
417,2
418,1
419,2
420,2
421,2
422,2
423,2
424,2
425,2
426,2
427,2
428,2
429,2
430,2
431,2
432,2
433,2
434,2
435,2
436,2
437,2
438,2
439,2
440,2
441,2
442,1
443,3
444,1
445,2
446,1
447,2
448,2
449,2
450,2
451,2
452,2
453,0
454,1
455,1
456,1
457,1
458,0
459,0
460,1
461,0
462,1
463,1
464,1
465,1
466,1
467,1
468,2
469,2
470,3
471,2
472,3
473,2
474,2
475,2
476,2
477,2
478,2
479,2
480,3
481,2
482,2
483,2
484,2
485,2
486,2
487,2
488,2
489,1
490,1
491,2
492,2
493,2
494,1
495,2
496,2
497,1
498,2
499,2
